manufacturer,product type,flash memory installed,diagonal size,battery,supported digital audio standards,estimated battery life
Creative,"Digital player / radio,","4 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Audible,","15 hour(s),"
Creative,"Digital player / radio,","2 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Audible,","15 hour(s),"
Creative,"Digital player / radio,","2 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Audible,","15 hour(s),"
Creative,"Digital player / radio,","1 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Audible,",
Creative,"Digital player / radio,","8 GB Integrated,","1.5 in,","1 x Lithium ion Rechargeable Player batteryIntegrated,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,,Audible,",
Creative,,,,"Recharge Time,Rechargeable Battery,Required Qty,Included Qty,Battery Enclosure Type,Technology,",,
JVC,"Digital player,","1 GB Integrated,",,"1 x Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,","11 hour(s),"
JVC,"Digital player,","512 MB Integrated,",,"Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,","15 hour(s),"
JVC,"Digital player,","512 MB Integrated,",,"Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,","15 hour(s),"
JVC,"Digital player,","512 MB Integrated,",,"Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,","15 hour(s),"
JVC,"Digital player,","1 GB Integrated,",,"Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,","15 hour(s),"
Creative,"Flash player,","1 GB Integrated,",,"1 x AAA type Standard battery,","MP3,,Protected WMA (DRM),,WMA,","18 hour(s),"
Creative,"Digital player / radio,","1 GB Integrated,",,"Alkaline AAA type Player batteryInternal,","MP3,Protected WMA (DRM),WMA,","18 hour(s),"
Creative,"Flash player,","1 GB Integrated,",,"Alkaline AAA type Player batteryInternal,","MP3,Protected WMA (DRM),WMA,","18 hour(s),"
Toshiba,,,,"Rechargeable Battery,Included Qty,Required Qty,Technology,Battery Life Details,Battery Life Details,",,
Toshiba,,,,"Rechargeable Battery,Included Qty,Required Qty,Technology,Battery Life Details,Battery Life Details,",,
Toshiba,,,,"Rechargeable Battery,Included Qty,Required Qty,Technology,Battery Life Details,Battery Life Details,",,
Hyun Won America (MobiBLU),"Digital player / radio,","512 MB Integrated,",,"1 x Lithium ion Rechargeable Standard battery,","MP3,,Protected WMA (DRM),,WMA,","153,"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,",,"1 x Lithium ion Rechargeable Standard battery,","MP3,,Protected WMA (DRM),,WMA,","153 hour(s),"
iRiver,"Digital player / radio,","2 GB Integrated,","2.2 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,Ogg Vorbis,","25 hour(s),"
MSI Computer Corp.,"Digital player,",,"1.8 in,","1 x Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,WAV,","8 hour(s),"
MSI Computer Corp.,"Digital player,",,"1.8 in,","1 x Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,WAV,","8 hour(s),"
Samsung,"Digital player / radio,","512 MB Integrated,",,"1 x Lithium polymer Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,,WAV,","14 hour(s),"
Samsung,"Digital player / radio,","512 MB Integrated,",,"1 x Lithium polymer Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,,WAV,","14 hour(s),"
RCA,,,,"Rechargeable Battery,Technology,Required Qty,Capacity,",,
SanDisk,"Digital player / radio,","1 GB Integrated,","1.21 in,","1 x AAA type Standard batteryInternal,","MP3,,WMA,,Audible,","15 hour(s),"
SanDisk,"Digital player / radio,","2 GB Integrated,","1.21 in,","1 x AAA type Standard batteryInternal,","MP3,,WMA,,Audible,","15 hour(s),"
Wolverine Data,,,,"Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Wolverine Data,,,,"Rechargeable Battery,Technology,Battery Enclosure Type,Capacity,Battery Life Details,Battery Life Details,",,
Wolverine Data,,,,"Capacity,Rechargeable Battery,Required Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Samsung,"Digital player,","4 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","35 hour(s),"
Samsung,"Digital player,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","35 hour(s),"
Samsung,"Digital player,","2 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","35 hour(s),"
Samsung,"Digital player,","4 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","35 hour(s),"
Samsung,"Digital player,","1 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","35 hour(s),"
Samsung,"Digital player,","1 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","35 hour(s),"
Samsung,"Digital player,","1 GB Integrated,","1.8 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","35 hour(s),"
SanDisk,"Digital player / radio,","8 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,Protected WMA (DRM),,WMA,","20 hour(s),"
SanDisk,"Digital player / radio,","6 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,Protected WMA (DRM),,WMA,","20 hour(s),"
SanDisk,"Digital player,","2 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,Protected WMA (DRM),,WMA,","20 hour(s),"
SanDisk,"Digital player,","4 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,Protected WMA (DRM),,WMA,","20 hour(s),"
SanDisk,"Digital player / radio,","8 GB Integrated,","1.8 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,WMA,,Protected WMA (DRM),",
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
"Cowon Systems, Inc.",,,,"Capacity,Recharge Time,Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
"Cowon Systems, Inc.",,,,"Capacity,Recharge Time,Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Creative,"Digital player / radio,",,"2.5 in,","Lithium ion Rechargeable Player battery,","WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,",
Creative,"Digital player / radio,",,"2.5 in,","Lithium ion Rechargeable Player battery,","WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,",
Creative,"Digital player / radio,",,"2.5 in,","Lithium ion Rechargeable Player battery,","WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,,Audible,",
Creative,"Digital player / radio,",,"2.5 in,","Lithium ion Rechargeable Player battery,","WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,","14 hour(s),"
Creative,"Digital player / radio,",,"2.5 in,","Lithium ion Rechargeable Player battery,","WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,",
Creative,"Digital player / radio,",,"2.5 in,","Lithium ion Rechargeable Player battery,","WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,,Audible,",
Creative,"Digital player / radio,",,"2.5 in,","Lithium ion Rechargeable Player battery,","WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,",
Cowon,"Digital player / radio,","2 GB Integrated,","1.2 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","20 hour(s),"
Cowon,"Digital player / radio,","4 GB Integrated,","1.2 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","20 hour(s),"
Cowon,"Digital player / radio,","1 GB Integrated,","1.2 in,","Lithium polymer Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","20 hour(s),"
Other product lines,"Digital player / radio,","512 MB Integrated,",,"1 x AAA type Standard battery,","MP3,,WMA,",
Walt Disney,"Digital player,","128 MB Integrated,",,"Lithium ion,Rechargeable Player battery,","MP3,,WMA,","8 hour(s),"
Walt Disney,"Digital player,","128 MB Integrated,",,"Lithium ion,Rechargeable Player battery,","MP3,,WMA,","8 hour(s),"
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,","15 hour(s),"
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,",
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,","15 hour(s),"
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,","15 hour(s),"
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,","15 hour(s),"
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,","15 hour(s),"
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,","15 hour(s),"
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,","15 hour(s),"
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,","15 hour(s),"
Creative,"Digital player / radio,",,"1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","Protected WMA (DRM 9),,WAV,,MP3,,ADPCM,,WMA,","15 hour(s),"
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Required Qty,Technology,Battery Enclosure Type,",,
First International Digital,"Digital player,","128 MB Integrated,",,"AAA type Rechargeable Standard battery,","MP3,","8 hour(s),"
iRiver,"Digital player / radio,","1 GB Integrated,",,"AA type Standard battery,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,Ogg Vorbis,","53 hour(s),"
iRiver,"Digital player / radio,","512 MB Integrated,",,"Alkaline,AA type Standard battery,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,Ogg Vorbis,","53 hour(s),"
iRiver,"Digital player / radio,","2 GB Integrated,",,"AA type Standard battery,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,WMA,,ASF,,Ogg Vorbis,","53 hour(s),"
Oakley,"Sunglasses with digital player,","512 MB Integrated,",,"Rechargeable Player battery,","MP3,,AAC,,WAV,,WMA,","6 hour(s),"
Oakley,"Sunglasses with digital player,","512 MB Integrated,",,"Rechargeable Player battery,","MP3,,AAC,,WAV,,WMA,","6 hour(s),"
Oakley,"Sunglasses with digital player,","256 MB Integrated,",,"Rechargeable Player battery,","MP3,,AAC,,WAV,,WMA,","6 hour(s),"
Oakley,"Sunglasses with digital player,","256 MB Integrated,",,"Rechargeable Player battery,","MP3,,AAC,,WAV,,WMA,","6 hour(s),"
iRiver,"Flash player,","1 GB Integrated,","2.2 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","ASF,,MP3,,Ogg Vorbis,,WMA,","34 hour(s),"
iRiver,"Flash player,","512 MB Integrated,","2.2 in,","1 x Lithium polymer Rechargeable Player batteryInternal,","ASF,,MP3,,Ogg Vorbis,,WMA,","34 hour(s),"
SanDisk,"Digital player / radio,","2 GB Integrated,",,"1 x Alkaline AAA type Standard battery,","MP3,,Protected WMA (DRM),,WMA,,Audible,","19 hour(s),"
SanDisk,"Digital player / radio,","512 MB Integrated,",,"1 x Alkaline AAA type Standard battery,","MP3,,Protected WMA (DRM),,WMA,,Audible,","19 hour(s),"
SanDisk,"Digital player / radio,","1 GB Integrated,",,"1 x Alkaline AAA type Standard battery,","MP3,,Protected WMA (DRM),,WMA,,Audible,","19 hour(s),"
SanDisk,"Digital player / radio,","4 GB Integrated,",,"1 x Alkaline AAA type Standard battery,","MP3,,Protected WMA (DRM),,WMA,,Audible,","19 hour(s),"
Cowon,"Digital player,","None,",,"Lithium ion Rechargeable Player battery,","MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,,FLAC,,Ogg Vorbis,,WAV,","14 hour(s),"
Cowon,"Digital player,","None,",,"Lithium ion Rechargeable Player battery,","MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,,FLAC,,Ogg Vorbis,,WAV,","14 hour(s),"
Apple,"Digital player,","None,","2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Apple,"Digital player,","None,","2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Apple,"Digital player,","None,","2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","20 hour(s),"
Apple,"Digital player,","None,","2.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","20 hour(s),"
iRiver,"Digital player,","512 MB Integrated,",,"AAA type Standard battery,","MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,,Ogg Vorbis,","24 hour(s),"
iRiver,"Digital player,","1 GB Integrated,",,"AAA type Standard battery,","MP3,,WMA,,ASF,,Ogg Vorbis,","20 hour(s),"
Sony,"Digital player / radio,","1 GB Integrated,",,"Lithium ion Rechargeable Player batteryInternal,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","50 hour(s),"
Sony,"Digital player / radio,","512 MB Integrated,",,"Lithium ion Rechargeable Player batteryInternal,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","50 hour(s),"
Sony,"Digital player / radio,","1 GB Integrated,",,"Lithium ion Rechargeable Player batteryInternal,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","50 hour(s),"
Sony,"Digital player / radio,","512 MB Integrated,",,"Lithium ion Rechargeable Player batteryInternal,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","50 hour(s),"
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Archos,,,,"Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Creative,,,,"Rechargeable Battery,Included Qty,Battery Enclosure Type,Technology,Battery Life Details,Battery Life Details,",,
Creative,,,,"Rechargeable Battery,Included Qty,Battery Enclosure Type,Technology,Battery Life Details,Battery Life Details,",,
Transcend,"Digital player / radio,","1 GB Integrated,","1 in,","Lithium ion polymer Rechargeable Player batteryInternal,","MP3,ADPCM,WMA,WAV,",
Transcend,"Digital player / radio,","2 GB Integrated,","1 in,","Lithium ion polymer Rechargeable Player batteryInternal,","MP3,,ADPCM,,WMA,,WAV,","14 hour(s),"
Transcend,"Flash player,","512 MB,","1 in,","Lithium ion,",,"14 hour(s),"
Transcend,"Digital player / radio,","512 MB Integrated,","1 in,","Lithium ion polymer Rechargeable Player batteryInternal,","MP3,ADPCM,WMA,WAV,",
JVC,"Digital player / radio,","512 MB Integrated,",,"Alkaline,1 x AAA type Standard battery,","MP3,,ADPCM,,Protected WMA (DRM),,WMA,","17 hour(s),"
JVC,"Flash player,","512 MB,",,"Alkaline,",,"17 hour(s),"
Apple,"Flash player,","4 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Apple,"Digital player,","2 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Apple,"Digital player,","1 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Apple,"Digital player,","2 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Apple,"Flash player,","4 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Apple,"Digital player,","1 GB Integrated,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,","14 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Hyun Won America (MobiBLU),"Flash player,","1 GB,",,"Lithium polymer,",,"10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","512 MB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","512 MB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","512 MB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","512 MB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","512 MB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","512 MB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","1 GB Integrated,",,"Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
Lexar Media Inc.,"Flash player,","SD Memory Card,",,,"MP3,",
Lexar Media Inc.,"Flash player,","SD Memory Card,",,,"MP3,",
Samsung,"Hard drive,",,"1.8 in,","Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,WMA,,Ogg Vorbis,","10 hour(s),"
Archos,"Microdrive,",,"1.5 in,","Lithium ion Rechargeable,1 x Player battery,","MP3,WAV,WMA,","14 hour(s),"
Archos,"Digital player,",,"1.5 in,","1 x Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,WAV,","14 hour(s),"
Archos,"Digital player,",,"1.5 in,","1 x Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,WAV,","14 hour(s),"
Archos,"Digital player,",,"1.5 in,","1 x Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,WAV,","14 hour(s),"
Archos,"Digital player,",,"1.5 in,","1 x Lithium ion Rechargeable Player battery,","MP3,,Protected WMA (DRM),,WMA,,WAV,","14 hour(s),"
Sorell,"Flash player,","1 GB,",,"Lithium polymer,",,"10 hour(s),"
iRiver,"Hard drive,",,"1.8 in,","1 x Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,Protected WMA (DRM),,WMA,,ASF,","16 hour(s),"
Samsung,"Flash player,","512 MB Integrated,",,"AA type Standard battery,","MP3,,ASF,,WMA,",
Cowon,"Digital player / radio,","None,",,"Lithium ion Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,","14 hour(s),"
Cowon,"Hard drive,",,,"Lithium ion Rechargeable Player batteryInternal,","ASF,,FLAC,,MP3,,Ogg Vorbis,,WAV,,WMA,","35 hour(s),"
Sony,"Hard drive,",,"1.5 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","40 hour(s),"
Sony,"Hard drive,",,"1.5 in,","Lithium ion Rechargeable Player batteryInternal,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","40 hour(s),"
Other product lines,"Microdrive,",,,"Lithium polymer Rechargeable Player batteryInternal,","MP3,,Protected WMA (DRM),,WMA,",
Toshiba,"Digital player,",,"2.2 in,","Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,WMA,","16 hour(s),"
Toshiba,"Digital player,",,"2.2 in,","Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,WMA,","16 hour(s),"
Sony,"Flash player,","512 MB Integrated,",,"Lithium ion Rechargeable Player battery,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","50 hour(s),"
Other product lines,"Flash player,","256 MB Integrated,",,"Lithium polymer Rechargeable Player battery,","MP3,,WMA,","10 hour(s),"
Samsung,"Microdrive,",,"1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","WAV,,MP3,,WMA,,Ogg Vorbis,","8 hour(s),"
SanDisk,"Flash player,","1 GB Integrated,",,"1 x AAA type Standard battery,","MP3,WMA,Audible,","17 hour(s),"
Other product lines,"Digital player / radio,","256 MB Integrated,",,"Lithium ion Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,","10 hour(s),"
iRiver,,,,"Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,",,
Sony,"Flash player,","512 MB Integrated,",,"Alkaline AAA type Standard battery,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","70 hour(s),"
Sony,"Flash player,","512 MB Integrated,",,"Alkaline AAA type Standard battery,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","70 hour(s),"
Samsung,,,,"Rechargeable Battery,Included Qty,Battery Enclosure Type,Technology,Battery Life Details,Battery Life Details,",,
Hyun Won America (MobiBLU),"Flash player,",,,,,
Hyun Won America (MobiBLU),"Flash player,",,,,,
Hyun Won America (MobiBLU),"Flash player,",,,,,
Hyun Won America (MobiBLU),"Flash player,",,,,,
Hyun Won America (MobiBLU),"Flash player,",,,,,
"Truly International Holdings, Ltd.","Flash player,","512 MB Integrated,",,,,
Samsung,"Flash player,","512 MB Integrated,","1.2 in,","Lithium polymer Rechargeable Player batteryIntegrated,","MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,","10 hour(s),"
Apple,"Hard drive,","No built-in memory,","2 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,WAV,MP3,AIFF,Audible,AAC,","15 hour(s),"
LaCie Ltd.,,,,,,
LaCie Ltd.,,,,,,
Apple,"Microdrive,","No built-in memory,","1.67 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,WAV,MP3,AIFF,Audible,AAC,","18 hour(s),"
Apple,"Microdrive,",,"1.67 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,WAV,MP3,AIFF,Audible,AAC,","18 hour(s),"
Apple,"Microdrive,","No built-in memory,","1.67 in,","Lithium ion Rechargeable Player battery,","MP3,AIFF,Apple Lossless,Audible,AAC,WAV,","18 hour(s),"
Apple,"Microdrive,","No built-in memory,","1.67 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,WAV,MP3,AIFF,Audible,AAC,","18 hour(s),"
Apple,"Microdrive,","No built-in memory,","1.67 in,","Lithium ion Rechargeable Player battery,","MP3,AIFF,Apple Lossless,Audible,AAC,WAV,","18 hour(s),"
Apple,"Microdrive,","No built-in memory,","1.67 in,","Lithium ion Rechargeable Player batteryIntegrated,","Apple Lossless,WAV,MP3,AIFF,Audible,AAC,","18 hour(s),"
Sony,"Digital player,","No built-in memory,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","30 hour(s),"
Sony,"Digital player,","No built-in memory,","1.5 in,","Lithium ion Rechargeable Player batteryIntegrated,","MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,","30 hour(s),"
Sony,"Digital player,","No built-in memory,","1.5 in,","Lithium ion Rechargeable Player battery,","MP3,,ATRAC3,,WMA,,ATRAC3plus,","30 hour(s),"
Sony,"Digital player,","No built-in memory,","1.5 in,","Lithium ion Rechargeable Player battery,","MP3,,ATRAC3,,WMA,,ATRAC3plus,","30 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","512 MB Integrated,",,"1 x Alkaline AAA type Standard battery,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","12 hour(s),"
Hyun Won America (MobiBLU),"Digital player / radio,","128 MB Integrated,",,"1 x Alkaline AAA type Standard battery,","MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,","12 hour(s),"
iRiver,"Digital player,","No built-in memory,","1.5 in,","1 x Lithium ion Rechargeable Player batteryInternal,","MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,Protected WMA (DRM),,WMA,,ASF,","16 hour(s),"
Creative,"Digital player / radio,","256 MB Integrated,",,"Alkaline,1 x AAA type Standard battery,","MP3,,Protected WMA (DRM),,WMA,","15 hour(s),"
