ID		manufacturer		product type		digital storage		flash memory installed		diagonal size		battery		supported digital audio standards		estimated battery life
31581069		Oakley		Sunglasses with digital player,		None,		512 MB Integrated,				Rechargeable Player battery,		MP3,,AAC,,WAV,,WMA,		6 hour(s),		
31581065		Oakley		Sunglasses with digital player,		None,		256 MB Integrated,				Rechargeable Player battery,		MP3,,AAC,,WAV,,WMA,		6 hour(s),		
31581066		Oakley		Sunglasses with digital player,		None,		256 MB Integrated,				Rechargeable Player battery,		MP3,,AAC,,WAV,,WMA,		6 hour(s),		
31432102		iRiver		Flash player,				1 GB Integrated,		2.2 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		ASF,,MP3,,Ogg Vorbis,,WMA,		34 hour(s),		
31432101		iRiver		Flash player,				512 MB Integrated,		2.2 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		ASF,,MP3,,Ogg Vorbis,,WMA,		34 hour(s),		
31565927		SanDisk		Digital player / radio,				2 GB Integrated,				1 x Alkaline AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,,Audible,		19 hour(s),		
31563924		SanDisk		Digital player / radio,				512 MB Integrated,				1 x Alkaline AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,,Audible,		19 hour(s),		
31563923		SanDisk		Digital player / radio,				1 GB Integrated,				1 x Alkaline AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,,Audible,		19 hour(s),		
31565928		SanDisk		Digital player / radio,				4 GB Integrated,				1 x Alkaline AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,,Audible,		19 hour(s),		
31516604		Cowon		Digital player,		Built-in 20 GB Hard disk drive,		None,				Lithium ion Rechargeable Player battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,,FLAC,,Ogg Vorbis,,WAV,		14 hour(s),		
31516605		Cowon		Digital player,		Built-in 30 GB Hard disk drive,		None,				Lithium ion Rechargeable Player battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,,FLAC,,Ogg Vorbis,,WAV,		14 hour(s),		
31556111		Apple		Digital player,		Built-in 30 GB Hard disk drive,		None,		2.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		14 hour(s),		
31556112		Apple		Digital player,		Built-in 30 GB Hard disk drive,		None,		2.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		14 hour(s),		
31556110		Apple		Digital player,		Built-in 60 GB Hard disk drive,		None,		2.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		20 hour(s),		
31555348		Apple		Digital player,		60 GB,Built-in 60 GB Hard disk drive,		None,		2.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		20 hour(s),		
31490433		iRiver		Digital player,		None,		512 MB Integrated,				AAA type Standard battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,ASF,,Ogg Vorbis,		24 hour(s),		
31490435		iRiver		Digital player,		None,		1 GB Integrated,				AAA type Standard battery,		MP3,,WMA,,ASF,,Ogg Vorbis,		20 hour(s),		
31470461		Sony		Digital player / radio,		None,		1 GB Integrated,				Lithium ion Rechargeable Player batteryInternal,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		50 hour(s),		
31470460		Sony		Digital player / radio,		None,		512 MB Integrated,				Lithium ion Rechargeable Player batteryInternal,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		50 hour(s),		
31470473		Sony		Digital player / radio,		None,		1 GB Integrated,				Lithium ion Rechargeable Player batteryInternal,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		50 hour(s),		
31470472		Sony		Digital player / radio,		None,		512 MB Integrated,				Lithium ion Rechargeable Player batteryInternal,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		50 hour(s),		
31392977		Archos										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
31392920		Archos										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
31415781		Creative										Rechargeable Battery,Included Qty,Battery Enclosure Type,Technology,Battery Life Details,Battery Life Details,						
31495996		Creative										Rechargeable Battery,Included Qty,Battery Enclosure Type,Technology,Battery Life Details,Battery Life Details,						
31452991		Transcend		Digital player / radio,		None,		1 GB Integrated,		1 in,		Lithium ion polymer Rechargeable Player batteryInternal,		MP3,ADPCM,WMA,WAV,				
32007214		Transcend		Digital player / radio,		None,		2 GB Integrated,		1 in,		Lithium ion polymer Rechargeable Player batteryInternal,		MP3,,ADPCM,,WMA,,WAV,		14 hour(s),		
31503505		Transcend		Flash player,				512 MB,		1 in,		Lithium ion,				14 hour(s),		
31452988		Transcend		Digital player / radio,		None,		512 MB Integrated,		1 in,		Lithium ion polymer Rechargeable Player batteryInternal,		MP3,ADPCM,WMA,WAV,				
31481126		JVC		Digital player / radio,		None,		512 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,ADPCM,,Protected WMA (DRM),,WMA,		17 hour(s),		
31481125		JVC		Flash player,				512 MB,				Alkaline,				17 hour(s),		
31515637		Apple		Flash player,		None,		4 GB Integrated,		1.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		14 hour(s),		
31515636		Apple		Digital player,		None,		2 GB Integrated,		1.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		14 hour(s),		
31729263		Apple		Digital player,		None,		1 GB Integrated,		1.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		14 hour(s),		
31515639		Apple		Digital player,		None,		2 GB Integrated,		1.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		14 hour(s),		
31515640		Apple		Flash player,		None,		4 GB Integrated,		1.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		14 hour(s),		
31729262		Apple		Digital player,		None,		1 GB Integrated,		1.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,,WAV,,MP3,,AIFF,,Audible,,AAC,		14 hour(s),		
31512240		Hyun Won America (MobiBLU)		Digital player / radio,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31512244		Hyun Won America (MobiBLU)		Flash player,				1 GB,				Lithium polymer,				10 hour(s),		
31473597		Hyun Won America (MobiBLU)		Digital player / radio,		None,		512 MB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31473599		Hyun Won America (MobiBLU)		Digital player / radio,		None,		512 MB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31473734		Hyun Won America (MobiBLU)		Digital player / radio,		None,		512 MB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31473735		Hyun Won America (MobiBLU)		Digital player / radio,				512 MB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31473737		Hyun Won America (MobiBLU)		Digital player / radio,		None,		512 MB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31473738		Hyun Won America (MobiBLU)		Digital player / radio,				512 MB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31512241		Hyun Won America (MobiBLU)		Digital player / radio,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31512242		Hyun Won America (MobiBLU)		Digital player / radio,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31512243		Hyun Won America (MobiBLU)		Digital player / radio,		None,		1 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31316207		Lexar Media Inc.		Flash player,				SD Memory Card,						MP3,				
31316266		Lexar Media Inc.		Flash player,				SD Memory Card,						MP3,				
31278884		Samsung		Hard drive,		Built-in 20 GB Hard disk drive,1.8",				1.8 in,		Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,WMA,,Ogg Vorbis,		10 hour(s),		
31355797		Archos		Microdrive,		Built-in,3 GB Hard disk drive,				1.5 in,		Lithium ion Rechargeable,1 x Player battery,		MP3,WAV,WMA,		14 hour(s),		
31635228		Archos		Digital player,		Built-in 4 GB Hard disk drive,				1.5 in,		1 x Lithium ion Rechargeable Player battery,		MP3,,Protected WMA (DRM),,WMA,,WAV,		14 hour(s),		
31635760		Archos		Digital player,		Built-in 4 GB Hard disk drive,				1.5 in,		1 x Lithium ion Rechargeable Player battery,		MP3,,Protected WMA (DRM),,WMA,,WAV,		14 hour(s),		
31635357		Archos		Digital player,		Built-in 4 GB Hard disk drive,				1.5 in,		1 x Lithium ion Rechargeable Player battery,		MP3,,Protected WMA (DRM),,WMA,,WAV,		14 hour(s),		
31636126		Archos		Digital player,		Built-in 4 GB Hard disk drive,				1.5 in,		1 x Lithium ion Rechargeable Player battery,		MP3,,Protected WMA (DRM),,WMA,,WAV,		14 hour(s),		
31468591		Sorell		Flash player,				1 GB,				Lithium polymer,				10 hour(s),		
31383676		iRiver		Hard drive,		Built-in 20 GB Hard disk drive,20 GB,				1.8 in,		1 x Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,Protected WMA (DRM),,WMA,,ASF,		16 hour(s),		
31288600		Samsung		Flash player,		None,		512 MB Integrated,				AA type Standard battery,		MP3,,ASF,,WMA,				
31609819		Cowon		Digital player / radio,		Built-in 60 GB Hard disk drive,		None,				Lithium ion Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,FLAC,,Ogg Vorbis,		14 hour(s),		
31447908		Cowon		Hard drive,		Built-in Hard disk drive,20 GB,						Lithium ion Rechargeable Player batteryInternal,		ASF,,FLAC,,MP3,,Ogg Vorbis,,WAV,,WMA,		35 hour(s),		
31417603		Sony		Hard drive,		Built-in Hard disk drive,20 GB,				1.5 in,		Lithium ion Rechargeable Player batteryInternal,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		40 hour(s),		
31417604		Sony		Hard drive,		Built-in Hard disk drive,20 GB,				1.5 in,		Lithium ion Rechargeable Player batteryInternal,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		40 hour(s),		
31384673		Other product lines		Microdrive,		Built-in Microdrive,5 GB,						Lithium polymer Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,				
31319578		Toshiba		Digital player,		Built-in 40 GB Hard disk drive,40 GB,				2.2 in,		Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,WMA,		16 hour(s),		
31319614		Toshiba		Digital player,		10 GB Hard disk drive,Built-in 10 GB,				2.2 in,		Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,WMA,		16 hour(s),		
31303100		Sony		Flash player,		None,		512 MB Integrated,				Lithium ion Rechargeable Player battery,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		50 hour(s),		
31265250		Other product lines		Flash player,		None,		256 MB Integrated,				Lithium polymer Rechargeable Player battery,		MP3,,WMA,		10 hour(s),		
31278885		Samsung		Microdrive,		5 GB Microdrive,Built-in 1",				1.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		WAV,,MP3,,WMA,,Ogg Vorbis,		8 hour(s),		
31326052		SanDisk		Flash player,		None,		1 GB Integrated,				1 x AAA type Standard battery,		MP3,WMA,Audible,		17 hour(s),		
31304900		Other product lines		Digital player / radio,				256 MB Integrated,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,		10 hour(s),		
31135602		iRiver										Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
31302965		Sony		Flash player,		None,		512 MB Integrated,				Alkaline AAA type Standard battery,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		70 hour(s),		
31303062		Sony		Flash player,		None,		512 MB Integrated,				Alkaline AAA type Standard battery,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		70 hour(s),		
30994187		Samsung										Rechargeable Battery,Included Qty,Battery Enclosure Type,Technology,Battery Life Details,Battery Life Details,						
31242245		Hyun Won America (MobiBLU)		Flash player,														
31242391		Hyun Won America (MobiBLU)		Flash player,														
31241997		Hyun Won America (MobiBLU)		Flash player,														
31242056		Hyun Won America (MobiBLU)		Flash player,														
31242395		Hyun Won America (MobiBLU)		Flash player,														
31262057		Truly International Holdings, Ltd.		Flash player,				512 MB Integrated,										
31278883		Samsung		Flash player,				512 MB Integrated,		1.2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,Protected WMA (DRM),,WMA,,ASF,,Ogg Vorbis,		10 hour(s),		
31296983		Apple		Hard drive,		30 GB,Built-in Hard disk drive,		No built-in memory,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,WAV,MP3,AIFF,Audible,AAC,		15 hour(s),		
31256888		LaCie Ltd.																
31256889		LaCie Ltd.																
31296984		Apple		Microdrive,		Built-in Microdrive,6 GB,		No built-in memory,		1.67 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,WAV,MP3,AIFF,Audible,AAC,		18 hour(s),		
31297845		Apple		Microdrive,		Built-in 4 GB Hard disk drive,				1.67 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,WAV,MP3,AIFF,Audible,AAC,		18 hour(s),		
31296986		Apple		Microdrive,		Built-in Microdrive,6 GB,		No built-in memory,		1.67 in,		Lithium ion Rechargeable Player battery,		MP3,AIFF,Apple Lossless,Audible,AAC,WAV,		18 hour(s),		
31296985		Apple		Microdrive,		Built-in Microdrive,4 GB,		No built-in memory,		1.67 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,WAV,MP3,AIFF,Audible,AAC,		18 hour(s),		
31296988		Apple		Microdrive,		Built-in Microdrive,6 GB,		No built-in memory,		1.67 in,		Lithium ion Rechargeable Player battery,		MP3,AIFF,Apple Lossless,Audible,AAC,WAV,		18 hour(s),		
31296990		Apple		Microdrive,		Built-in Microdrive,6 GB,		No built-in memory,		1.67 in,		Lithium ion Rechargeable Player batteryIntegrated,		Apple Lossless,WAV,MP3,AIFF,Audible,AAC,		18 hour(s),		
31223753		Sony		Digital player,		Built-in 20 GB Hard disk drive,		No built-in memory,		1.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		30 hour(s),		
31223757		Sony		Digital player,		Built-in 20 GB Hard disk drive,		No built-in memory,		1.5 in,		Lithium ion Rechargeable Player batteryIntegrated,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		30 hour(s),		
31223759		Sony		Digital player,		Built-in 20 GB 1.8" Hard disk drive,		No built-in memory,		1.5 in,		Lithium ion Rechargeable Player battery,		MP3,,ATRAC3,,WMA,,ATRAC3plus,		30 hour(s),		
31223755		Sony		Digital player,		Built-in 20 GB 1.8" Hard disk drive,		No built-in memory,		1.5 in,		Lithium ion Rechargeable Player battery,		MP3,,ATRAC3,,WMA,,ATRAC3plus,		30 hour(s),		
31212321		Hyun Won America (MobiBLU)		Digital player / radio,		None,		512 MB Integrated,				1 x Alkaline AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		12 hour(s),		
31212317		Hyun Won America (MobiBLU)		Digital player / radio,		None,		128 MB Integrated,				1 x Alkaline AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,,Ogg Vorbis,		12 hour(s),		
31256866		iRiver		Digital player,		Built-in 5 GB 1" Hard disk drive,		No built-in memory,		1.5 in,		1 x Lithium ion Rechargeable Player batteryInternal,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,MP3,,Protected WMA (DRM),,WMA,,ASF,		16 hour(s),		
31208733		Creative		Digital player / radio,		None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31208590		Creative		Digital player / radio,		None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31208393		Creative		Digital player / radio,		None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31208314		Creative		Digital player / radio,		None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31219287		Creative		Digital player / radio,		None,		512 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31208780		Creative		Digital player / radio,		None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31212081		Creative		Digital player / radio,		1 GB,None,		1 GB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31219294		Creative		Digital player / radio,		None,		512 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31219296		Creative		Digital player / radio,		None,		512 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31219298		Creative		Digital player / radio,		None,		512 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31208765		Creative		Digital player / radio,		None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31208851		Creative		Digital player / radio,		None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31219291		Creative		Digital player / radio,		None,		512 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31156859		Creative		Digital player / radio,		None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31205891		SanDisk		Digital player / radio,		None,		256 MB Integrated,				1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31205937		SanDisk		Digital player / radio,		None,		1 GB Integrated,				1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,		15 hour(s),		
31212346		Digital Mind Corporation		Hard drive,		Hard disk drive,						1 x Lithium ion Rechargeable Built-in,		MP3,,WMA,,ASF,,WAV,,Ogg Vorbis,				
31136273		Sony		Digital player,		None,		256 MB Integrated,				Alkaline,AAA type Standard battery,		MP3,,ATRAC3,,WMA,,ATRAC3plus,,WAV,		70 hour(s),		
31125406		Panasonic		Digital player / radio,		None,		256 MB Integrated,				AAA type Standard battery,		MP3,,WMA,				
31138024		Other product lines		Digital player / radio,		None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,Protected WMA (DRM),,WMA,,Audible,		18 hour(s),		
31151919		Creative		Digital player / radio,		Built-in 5 GB Hard disk drive,		No built-in memory,				Lithium ion Rechargeable Player battery,		WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,		12 hour(s),		
31151932		Creative		Digital player / voice recorder / radio,		Built-in 5 GB Hard disk drive,		No built-in memory,				Lithium ion Rechargeable Player battery,		WAV,,MP3,,ADPCM,,Protected WMA (DRM),,WMA,		12 hour(s),		
31980132		Cowon		Digital player / radio,				2 GB Integrated,				Lithium polymer Rechargeable Player batteryIntegrated,		MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WAV,,MP3,,WMA,,ASF,,Ogg Vorbis,		20 hour(s),		
31138484		Mattel Inc.										Included Qty,Required Qty,Form Factor,Battery Enclosure Type,						
31201030		Oakley		Sunglasses with digital player,		None,		256 MB Integrated,				Lithium polymer Rechargeable Player battery,		MP3,,WMA,,WAV,		6 hour(s),		
31416642		Oakley		Flash player,				512 MB Integrated,										
31416640		Oakley		Flash player,				512 MB Integrated,										
31416641		Oakley		Flash player,				512 MB Integrated,										
31618473		Oakley		Sunglasses with digital player,		None,		256 MB Integrated,				Lithium ion polymer Rechargeable Player battery,		MP3,,WMA,,WAV,		6 hour(s),		
30904866		iRiver										Rechargeable Battery,Required Qty,Included Qty,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,						
30959595		BoomGear, Inc.		Digital player,		None,		512 MB Integrated,				1 x AAA type Standard battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,				
30992253		Digital Networks		Digital player / radio,		None,		256 MB Integrated,				1 x Alkaline AAA type Standard battery,		MP3,,WMA,,Audible,		20 hour(s),		
31448796		Digital Networks		Flash player,		None,		512 MB Integrated,				1 x Alkaline AAA type Standard battery,		MP3,,WMA,,Audible,		20 hour(s),		
30906242		Creative		Flash player,		256 x Built-in,None,		256 MB Integrated,				Alkaline,1 x AAA type Standard battery,		MP3,,ADPCM,,Protected WMA (DRM),		15 hour(s),		
30888962		iRiver		Digital player / radio,		None,		256 MB Integrated,				AA type Standard battery,		MP3,,WMA,,ASF,,Ogg Vorbis,		40 hour(s),		
30592691		TDK		Digital player,		None,		128 MB Integrated,				1 x Alkaline AAA type Standard battery,		MP3,,WMA,		12 hour(s),		
30836518		Creative		Digital player / radio,		None,		256 MB Integrated,				1 x Lithium ion Rechargeable Player battery,		MP3,,ADPCM,,WMA,		17 hour(s),		
31631864												Rechargeable Battery,Technology,Required Qty,Capacity,Battery Life Details,						
30589007		Roku																
30603026		iRiver		Digital player / radio,		Built-in 1.5 GB Hard disk drive,		25 hour(s),				1 x Lithium ion Rechargeable Player battery,		MP3,,WMA,,ASF,,Ogg Vorbis,		12 hour(s),		
30708279		Creative		Digital player,		Built-in 4 GB Hard disk drive,		128 hour(s),				1 x Lithium ion Rechargeable Player batteryInternal,		MP3,,WMA,,WAV,		14 hour(s),		
30582925		Dell, Inc.		Digital player,		20 GB Hard disk drive,Built-in,		No built-in memory,		2 in,		1 x Lithium ion Rechargeable Player battery,		MP3,,ADPCM,,WMA,,WAV,		16 hour(s),		
20789364		RCA										Rechargeable Battery,Included Qty,Required Qty,Battery Enclosure Type,Technology,						
30468951		Creative		Digital player,		Removable 30 GB Hard disk drive,		8 MB,				1 x Lithium ion Rechargeable Player battery,		MP3,,WAV,,WMA,		14 hour(s),		
21248597		Archos										Rechargeable Battery,Battery Life Details,Battery Enclosure Type,Technology,						
20763548		Digitalway Inc.		Digital player / radio,		None,		128 MB Integrated,				1 x AAA type Standard battery,		MPEG 2.5 Audio,,MPEG 2 Audio,,MP3,,ADPCM,,WMA,,ASF,		11 hour(s),		
30468954		Creative		Flash player,		None,		Integrated,128 MB,				Alkaline AAA type,Standard battery,		MP3,,ADPCM,,WMA,		11 hour(s),		
8530672		Digital Networks		Digital player / radio,		Built-in 20 GB Hard disk drive,		No built-in memory,				1 x Lithium ion Player batteryInternal,		MP3,,WMA,		10 hour(s),		
8010319		Panasonic		Digital player,		None,		1 hour(s),SD Memory Card,				1 x Nickel metal hydride Rechargeable Player battery,		MP3,,WMA,,AAC,		50 hour(s),		
34847721		Sony		Digital player,				2 GB,				Lithium ion Rechargeable Player batteryIntegrated,		MP3,,WMA,,AAC-LC,,LPCM,		8 hour(s),		
31638406		Coby		CD / MP3 player,								AA type Standard battery,		MP3,		14 hour(s),		
35071639		Diamond Multimedia																
33848291		Cowon		Digital player,				4 GB Integrated,				Lithium polymer,Player battery,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,FLAC,,Ogg Vorbis,,WAV,,WMA,				
34140456		Other product lines		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		Lithium polymer Rechargeable Player batteryIntegrated,		APE (Monkey's Audio),,WAV,,MP3,,WMA,,FLAC,		45 hour(s),		
34432924		Iomega Corp.																
34168086		Sony		Digital player / radio,		None,		8 GB Integrated,		2 in,		Lithium ion Rechargeable Player batteryIntegrated,		LPCM,,MP3,,Protected WMA (DRM),,AAC,		50 hour(s),		
34369219		Aluratek, Inc.										Rechargeable Battery,Included Qty,Required Qty,						
34168013		Cowon Systems, Inc.										Rechargeable Battery,Battery Life Details,Battery Life Details,Required Qty,Technology,Battery Enclosure Type,						
34578255		Transcend		Digital player / radio,		None,		4 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player battery,		OGG,,WAV,,MP3,,ADPCM,,WMA,,FLAC,,Protected WMA (DRM 10),		22 hour(s),		
33848289		Cowon		Digital player / radio,				16 GB Integrated,		2 in,		Lithium polymer Rechargeable Player batteryIntegrated,		MP3,,MPEG 2.5 Audio,,MPEG 2 Audio,,MPEG 1 Audio,,WMA,,APE (Monkey's Audio),,FLAC,,Ogg Vorbis,,WAV,		29 hour(s),		
34325944		SanDisk		Digital player / radio,				4 GB Integrated,		1 in,		Rechargeable Player batteryInternal,		MP3,,Protected WMA (DRM),,WMA,,FLAC,,Audible,,Ogg Vorbis,		15 hour(s),		
34140461		Coby		Digital player,		None,		4 GB Integrated,				AAA alkaline,1 x AAA type Standard battery,		MP3,,WMA,		8 hour(s),		
34093933		Transcend		Digital player / radio,		None,		4 GB Integrated,		1 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		WAV,,MP3,,ADPCM,,WMA,,FLAC,,Protected WMA (DRM 10),		12 hour(s),		
34101977		Funai		Flash player,				4 GB,		2.0 in,								
34126014		Coby		Digital player / radio,				4 GB Integrated,				1 x AAA type Standard battery,		MP3,,WMA,		8 hour(s),		
34111040		Cowon Systems, Inc.										Rechargeable Battery,Battery Life Details,Battery Life Details,Battery Enclosure Type,Technology,Recharge Time,						
34111831		Archos		Digital player,		None,		4 GB,				Rechargeable Player batteryInternal,		MP3,,WMA,,WAV,				
34480049		Coby Electronics										Rechargeable Battery,Technology,Battery Enclosure Type,Capacity,Battery Life Details,						
34507046		Archos										Rechargeable Battery,Battery Life Details,Battery Enclosure Type,						
33906175		Western Digital Corp.																
34310234		Other product lines		Digital player / radio,		None,		4 GB Integrated,		1 in,		Lithium polymer Rechargeable Player batteryIntegrated,		APE (Monkey's Audio),,WAV,,MP3,,WMA,,FLAC,		22 hour(s),		
33611140		Curtis Manufacturing		Digital player,		None,		8 GB Integrated,		2.8 in,		Lithium polymer Rechargeable Player batteryIntegrated,		APE (Monkey's Audio),,WAV,,MP3,,WMA,,FLAC,				
33787622		Transcend		Digital player / radio,		None,		8 GB Integrated,		2.4 in,		1 x Lithium polymer Rechargeable Player batteryInternal,		OGG,,WAV,,MP3,,ADPCM,,WMA,,FLAC,,Protected WMA (DRM 10),		22 hour(s),		
34067307		Iomega Corp.																
